
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57e168eb461b3969280cfdd7";"25-29 ans";"Université";"Je rejoins aussi les avis ci dessus. Il est indispensable de couvrir cette portion d'autoroute continuellement bouchée au heures de pointe. Il est, je pense, important voir même prioritaire de penser a la santé et au bien être de la population au abord de cette route au traffic nocif d'un point de vue sonore et polluant.Ce projet reste très prometteur s'il prend bien en compte la qualité de vie de ses habitants.La création de commerces de proximités serait également la bien venue dans ce secteur ou cela fait, pour l'instant, cruellement défaut."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57e2758a461b3969280cfddc";"30-34 ans";"Chemin-de-L'île";"Bonjour,Comme repris dans la plupart des commentaires, la couverture de l'A14/A86 est un élément primordial pour désenclaver de manière durable ce site et améliorer les conditions de vie et de travail autour de cette zone.Au delà, je souhaite attirer votre attention sur qu'il n'y ait pas de vie dans cette zone le weekend, i.e. qu'elle devienne une zone fantôme ou sans froide si une part trop importante de bureau ou d'activités fonctionnant essentiellement la semaine est installée, au détriment de commerces et de loisirs.J'ajoute par ailleurs que si la zone souffre de la proximité des autoroutes et du train, un élément gâche drastiquement l'aspect ""nature"" du parc du Chemin de l’île : la présence des fils électriques aériens... qui gagneraient beaucoup à être enterrés."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57e422fe461b3969280cfdf7";"35-39 ans";"République";"Je rejoins tout ce qui a été dit précédemment concernant l'A86, la pollution, les nuisances,le manque de commerce de proximité. Il est primordiale de greffer à votre projet ce qui manque aux habitants du quartier Anatole et des voiles blanches. De la verdure, et svp, faite quelque chose avec cette A86 qui pollue a n'en plus finir. C'est la priorité."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"Société d'histoire de Nanterre";"20";"57e5271c461b3969280cfe00";"70-74 ans";"Centre";"Pour valoriser la mémoire du site, nous proposons:1. Conserver la cheminée signal fort de l'histoire industrielle et sociale2. Conserver les 2 piliers d'entrée et leur lanterne, réutilisation pour marquer l'entrée du mail ou d'une nouvelle voie3. Pose d'une plaque informative sur chaque bâtiment conservé4. Donner le nom de ""Papeterie de la Seine au tronçon de la rue de Bezons ou au mail5. Conserver la plaque commémorative des papetiers morts pendant la guerre de 1914-19186. Prévoir un lieu d'exposition de photos sur l'histoire du site7. Sauvegarder le beau saule pleureur situé près de la station de pompage"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57e6ce2a461b3969280cfe07";"35-39 ans";"Chemin-de-L'île";"Bonjour,Riverain des papeteries, c'est une bonne chose de réhabiliter ce site.Je suis d'accord avec le fait de recouvrir l’échangeur. Cela est une priorité pour la santé de tous !Par contre, je trouve dommage qu'aucun lieu de vie soit prévue.Nanterre est une ville de 100 000 habitants mais avec un nombre commerces d'une ville de 30 000.Mis a part le centre ville avec la seule rue Maurice Thorez, tous les quartiers qui sortent de terre sont prévu avec pas ou peu de commerces. si on veut réduire l'usage de l'auto, il faut penser à cela. Il manque aussi dans le quartier une poste, une boulangerie, une supérette...Il aurait été bien de prévoir aussi ce genre d’équipement."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57ea693f461b3969280cfe12";;;"Le projet d’enfouissement de la bretelle d’autoroute B5 et de réaménagement de la B6 qui débouche dans le quartier Hoche s'inscrit dans un combat engagé par les nanterriens depuis plus de trente années autour de la couverture de l'échangeur A14/A86. Cette opération est indispensable pour protéger les riverains des nuisances et des dangers liés à l’existence d’un échangeur en surface et pour résorber les hectares de terrains vagues en déshérence<b>. Elle constitue la réparation légitime d’une situation injuste qui empoisonne la vie des habitants des secteurs environnants</b> et qui impose une rupture urbaine supplémentaire pour la ville de Nanterre depuis trop longtemps. À n’en pas douter, elle contribuera également au développement d’un cadre de vie de qualité auquel les Nanterriens peuvent légitimement prétendre, notamment en bordure du nouvel éco quartier Hoche. La mobilisation du collectif pour la couverture de l’échangeur, qui a mené une vingtaine d’actions depuis sa création et qui a été à l’origine d’une pétition ayant recueilli plus de 1 100 signataires, a porté ses fruits puisque les différents partenaires impliqués dans l’opération sont en train d’entériner un accord visant à financer la première phase de ce projet qui porte sur les bretelles. C’est ainsi que, d’ici quelques semaines, l’État, la Région Ile-de-France, l’EPADESA, le Département des Hauts-de-Seine et la Ville de Nanterre signeront<b> la convention de financement pour un lancement des travaux en 2017 qui sont prévus pour une durée de deux ans et pour un montant de 66 millions, la ville contribuant pour 1,1 million.</b> Il s’agit là d’une avancée majeure pour un projet hautement structurant pour l’avenir de notre ville et qui entre effectivement –et notamment – en résonnance forte avec le projet d’éco-campus des Papeteries"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"57f2c2dff9410a683c362647";;;"La couverture de l'A86 est impérative pour pouvoir aménager la coulée verte piétons / vélos de berge de Seine à berge de Seine à travers la Défense.De plus l'aménagement du site de la papeterie, y compris en cas d'installation fluviale, doit laisser la continuité de circulation sur la berge pour les circulations douces, et sans dénivellation. Une passerelle comme celle de la darse de Nanterre serait un nouvel obstacle aux circulations douces et à l'accès des PMR aux berges. Et des aménagements techniques complexes comme les ascenseurs de cette passerelle sont à proscrire, puisque nous avons la preuve de l'impossibilité de les mettre en service depuis presque 10 ans."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"58007b51b7ec10792ce23d00";"40-44 ans";"Chemin-de-L'île";"J'habite le quartier près du parc du chemin de l'ile. Ma joie est chaque matin de porter mon regard vers ce joli endroit de verdure avant de plonger vers une journee de beton, de bruits, ... Ces quelques minutes pour moi sont precieuses et jaimerai quelles perdurent encore des années. Nombreuses ces dernieres annees ont ete les constructions, les projets en tout genre, et notre belle ville en profitera et c'est tant mieux. Mais là laissez nous respirer sil vous plait !"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"580919f0b7ec10792ce23d17";"70-74 ans";"Chemin-de-L'île";"ce projet apparaît original et a pour ambition d'apporter des réponses aux problématiques du quartier en matière d'ouvertures aussi bien vers la Seine que vers la ville elle-même mais cela ne pourra se réaliser qu'avec la couverture de l'A86 et l' A14 qui coupent la ville et ne permettent pas de liens entre les divers quartiers sans parler des graves nuisances sonores et environnementales qu'elles provoquent."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"580b6dbbb7ec10792ce23d1f";"30-34 ans";"Chemin-de-L'île";"En effet, le projet semble lui même assez ambitieux, par contre, il ne faudrait pas qu'on est des bureaux vides, le site est assez complexe dans son accès via les transports en communs, il va éventuellement revoir si une ligne de bus peu faire la liaison avec la gare de Nanterre ville.C'est surtout un lieu, auquel beaucoup de personnes sont attachées parce que les personnes qui vivent dans les quartiers alentours depuis des années ont connus ou ont dans leurs familles des gens qui y ont travaillés, il faut donc qu'il soit le signe d'une reprise des lieux par une nouvelle génération qui a de nouvelles ambitions. J'entends par là, que ça doit être un lieu partagé entre différentes associations qui feraient participer les habitants à cet espace. Ce qui serait aussi très bien, c'est de garder la végétation qui a pris le dessus ces dernières années et de créer comme à Colombes un espace R-urban!"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"580c66feb7ec10792ce23d24";"60-64 ans";"Université";"Bonjour,Stop aux bureaux.Créer une poste.Un mur d'expressions pour nos jeunes.Plus d'espaces vertsUne case à lire géante.Etc...Les idées ne manquent pas."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"580df675b7ec10792ce23d46";"60-64 ans";"La Boule Champs-Pierreux";"BonjourMon souhait concerne principalement les domaines de l'écologie particulier celui de l'énergie et celui de la santé.Je suis passionné par les énergies renouvelables depuis 1974 et j'ai pratiqué la profession d'ingénieur thermicien pendant 30 ans.Je souhaite que ces lieux soient d'avant-garde dans ce domaine, qu'ils ne se contentent pas d'appliquer la réglementation en vigueur (qui en général a vingt ans de retard sur ce que savent faire les pionniers ou ou les laboratoires des universités).Donc je vois au minimum l'utilisation de l'architecture bioclimatique, du solaire thermique et du solaire photovoltaïque et même aller vers des bâtiments 100 % autonomes à la fois sur le plan thermique et sur le plan électrique comme l'a déjà réalisé le Fraunhofer institut en 1992 (ce qui veut dire pouvant ne pas être reliés aux réseaux d'énergies habituels).Le laboratoire d'hygiène de la ville de Paris à constaté il y a déjà plus de 20 ans que l'air à l'intérieur des bureaux ou des bâtiments d'habitation était plus pollué qu'à l'extérieur même au niveau des artères avec une forte circulation automobile.L'usage important de matériaux synthétiques qui relarguent des solvants en est la cause principale.Les substances sont faiblement toxiques, mais l'exposition très longue dans la durée à laquelle sont soumis les usagers, les rendent dangereuses.Le recours à des matériaux naturels non polluants comme le préconise l’association ""bâtir sain"" serait un gage de longévité pour les usagers et assurerait une plus grande pérennité des bâtiments.Les rénovations successives que connaît un bâtiment toutes les quelques décennies (pour une durée de vie qui est souvent largement supérieure au siècle), viennent annuler les économies de bout de chandelles (ou les manque de vision des promoteurs) faites à l'initiation des projets.Je me tiens à votre disposition pour plus de précision par rapport à ces éléments techniques.Yves"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"";;"580f63bab7ec10792ce23d56";"35-39 ans";"Centre";"Artiste et habitante de Nanterre, je m'intéresse à la Papeterie de la Seine depuis quatre ans, je suis donc très soucieuse du devenir du site. Mon travail est visible sur mon site : https://mi-lieu.com/papeterie-de-la-seine/Sur ces dix-sept hectares de patrimoine industriel riche de plus de cent ans d’histoire, il est question de conserver les deux bâtiments visibles de l’extérieur du site ainsi que la cheminée. D’autres éléments du site auraient pu être réhabilités, à défaut j’aimerais qu’un travail sur une valorisation de ce patrimoine soit élaboré. La Société d’Histoire de Nanterre pourra se charger de présenter au public son travail sur les archives, mais il faut aussi que l’histoire de l’usine perdure au sein même du nouveau projet. D’une part dans sa continuité architecturale avec les éléments conservés. D’autre part (et c’est ma proposition) en faisant intervenir un(e) artiste ou un groupe d’artistes pour produire une œuvre d’art pérenne qui s’intègre à l’ensemble du site et rende sa mémoire vivante."
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"Contribution reçue par mail";"1";"56ec41888b36510a51ad4488";;;"Les nombreux projets d’aménagements à Nanterre (achevés et à venir) permettent de réparer petit-à-petit le développement urbanistique sans grande cohérence de la 2ème moitié du XXe siècle, où se font face des quartiers souvent mono-activité (habitat, commerce ou activité) et complètement différents (centre-ville, cités, zone industrielles,…) mais qui ne communiquent pas entre eux, notamment à cause d'infrastructures parfois infranchissables.Avec les nombreux projets d'aménagement dont celui des terrasses de Nanterre qui jouxte les papeteries, la ville s'embellit et se modernise.Nanterre dispose de nombreux atouts qui offrent de belles opportunités de développement innovant ou créatif. A nous de savoir exploiter les atouts. A mon sens, la ville, à l’ombre de l’attraction qu’exerce Paris, ne se donne pas tous les moyens pour rayonner, même si cela évolue dans le bon sens.Le site des papeteries pourrait justement exploiter deux atouts que sont la proximité immédiate de la Seine et la présence de la 2ème université de France avec 30 000 étudiants. Avons-nous des bars ou des commerces et enseignes branchés comme dans toute ville universitaire de France, sans même parler de Paris ? Il y a suffisamment de place à côté de l'université pour faire en sorte que les étudiants aient un lieu où se retrouver (sans avoir besoin d'aller à Paris) sur un territoire disposant d'espaces extérieurs permettant l’installation de terrasses en pleine nature. Les immeubles d’habitations sont par ailleurs assez éloignés et ne souffriront pas de nuisances sonores. Cette fréquentation génèrerait de l'activité sur notre territoire et donnerait aux nanterriens l'occasion de fréquenter des lieux agréables et vivants. Cette observation ne s’applique d’ailleurs pas uniquement au site de la papeterie et il n’y a pas de fatalité à ce qu’il n’y ait pas de quartiers nocturnes à Nanterre.Voir la suite en commentaire"
"Quel avenir pour les papèteries de la Seine ?";"1. Quelles sont vos attentes quant à la transformation du site des anciennes papeteries  de la Seine ?";"association Colombes à véloMDB";"50";"56e2e1690a0ec8392df2f4c5";;;"Au titre de l'association Mieux se déplacer à vélo (MDB) je souhaite renouveler notre demande que la continuité de l'itinéraire cycliste et pédestre des berges puisse être préservé sans interruption à la hauteur des anciennes papeteries.Cet aménagement des berges en promenade est très apprécié et beaucoup pratiqué, il fait partie de la véloroute Paris-Londres , et de la future véloroute ""la Seine à vélo""La cohabitation avec une activité économique doit être possible comme cela est le cas dans des situations similaires notamment à l'étranger. "
"Le Marché, un lieu de vie plus convivial";"Donnez votre avis sur le projet du Marché Pablo-Picasso";"";;"57740221cd99b1a142547901";"55-59 ans";"Parc Sud";"Ceux ne sont pas mes attentes, mais j'aime bien le projet. Quand je me promène dans la ville, je vois les changements, les nouvelles constructions qui poussent. Ne pas oublier d' y mettre plus espaces verts. j'aimerai que mon quartier prend de l'ampleur que les personnes de passage parlent des innovations. Je pense qu'il faut aussi penser à détruire ces tours....."
"Le Marché, un lieu de vie plus convivial";"Donnez votre avis sur le projet du Marché Pablo-Picasso";"";;"5783ac54461b3969280cfcd6";"40-44 ans";"Parc Sud";"Je viens de recevoir dans ma boîte aux lettres,la plaquette d'informations sur le nouveau visage du marché Picasso,de la futur destruction du 99 et 105 avenue Pablo Picasso,de la construction d'un immeuble avec 140 nouveaux logements en accession à la propriété ,d'un parking public etc....La communication sur le papier est bien faite,sauf que......J'habite au 99 avenue Pablo Picasso,il y a 1 an tous les locataires ont répondu à un questionnaire suite à la visite d'un représentant de la mairie, dans le but de leur futur aménagement,lorsque les 2 immeubles seront détruits.On nous a assuré que d'ici 3 à 6 mois maximum nous allions avoir plus de renseignements sur nos futurs logements........C'était il y a un an!!!!!Et depuis nous n'avons plus aucune nouvelle ni de la mairie,ni des services de l'Habitat.Pire,nous n'avons plus de gardien depuis le départ à la retraite de ce dernier,cela fait un mois que l'ampoule à mon étage doit être changé,nous ne jouissons pas du libre acces à nos caves et je ne vois pas pour autant diminuer mes charges!!!Donc la communication c'est bien mais si c'est suivi d'actions sinon cela ne sert à rien de vendre du rêve aux habitants et de mentir à la population.Les services minucipaux seraient peut être plus efficace et plus proche des habitants(électeurs) si nous étions proche des élections municipales.....ou pas."
"Le Marché, un lieu de vie plus convivial";"Donnez votre avis sur le projet du Marché Pablo-Picasso";"";;"576a61a33873a6fe1d0b0364";"55-59 ans";"Plateau Mont-Valérien";"bien...mais il faudrait ""nettoyé""!!"
"Le Marché, un lieu de vie plus convivial";"Donnez votre avis sur le projet du Marché Pablo-Picasso";"";;"5783ac54461b3969280cfcd6";"40-44 ans";"Parc Sud";"Donnez votre avis sur le projet du Marché Pablo-Picasso?Quels sont les moyens à mettre en oeuvre pour lutter contre l'extension sauvage du marché ?Franchement,c'est une blague?Vous pensez sincèrement que la priorité et le problème majeur du quartier est l'extension sauvage du marché?Si je n'habitais pas au 99 avenue Pablo Picasso,je trouverai peut être ces questions drôles,et encore même pas...On parle bien des personnes qui sont la que 2 fois par semaine ,qui bossent,qui proposent des services aux riverains et qui sont partis à 15h maximum?Je les entends arriver tôt le matin lorsqu'ils installent leurs étals mais je ne vais quand même pas me plaindre,je savais ou j""allais qaund j'ai visité mon appartement.Vous voulez des priorités:Trouver déjà des logements aux locataires du 99 et du 105 avenue Pablo PICASSO dont les immeubles vont être démolis,qui sont sans nouvelles de votre part depuis 1 AN!!!,sécuriser le quartier contre les nuisances sonores provoqués par la circulation intenpèstive de véhicules à 2 roues qui ne respectent pas le code de la route (un miracle permanent qu'il n'y ai pas d'accidents mortels à déplorer),faire cesser tout les trafics en tout genre installés au pieds des immeubles.....Il faut vous promener dans notre quartier en fin de journée,vous verez c'est animé.Voila les exemples auquels ils faut mettre les moyens pour lutter.Quand tout cela sera réglé,on pourra peut être parler de l'extension sauvage du marché ou du double stationnement."
"Le Marché, un lieu de vie plus convivial";"Quelles sont les solutions pour améliorer le stationnement ?";"";;"576a61a33873a6fe1d0b0364";"55-59 ans";"Plateau Mont-Valérien";"pablo picasso ...un grand problème chacun faisant ce qu'il veut !!! Plus de contrôle plus de PV"
"Quel avenir pour les papèteries de la Seine ?";"2. Quelles sont vos attentes en terme d'offre d'emploi pour les Nanterriens ?";"";;"56fbdced0672f89b510d8920";"45-49 ans";"Plateau Mont-Valérien";"des entreprises ouvertes sur la société civile (découverte du monde de l'entreprise par les classes primaires et secondaires... ), emplois ouverts au plus grand nombre (passerelles formation-accès à l'emploi favorisées, partage du travail... ) et avec contributions possibles des employés à la production ou au service proposés par les entreprises (ou de l'entreprise coopérative du 21ème siècle)"
"Quel avenir pour les papèteries de la Seine ?";"3. Ce projet vous semble-t-il améliorer les conditions environnementales, paysagères, et urbaines du cadre de vie de tous les nanterriens ?";"Couverture A86";;"57d708f5461b3969280cfd34";;;"Couverture de la A86 du tronçon face au collège république pour une meilleure qualité de vie des habitants du quartier avec moins de pollution sonore et environnementale"
"Quel avenir pour les papèteries de la Seine ?";"3. Ce projet vous semble-t-il améliorer les conditions environnementales, paysagères, et urbaines du cadre de vie de tous les nanterriens ?";"";;"57da3899461b3969280cfd3a";"35-39 ans";"République";"La Couverture intégrale de l'A86 est une nécessité absolue, moins de pollution et de nuisance sonore pour les habitants du quartier Anatole France."
"Quel avenir pour les papèteries de la Seine ?";"3. Ce projet vous semble-t-il améliorer les conditions environnementales, paysagères, et urbaines du cadre de vie de tous les nanterriens ?";"";;"56fbdced0672f89b510d8920";"45-49 ans";"Plateau Mont-Valérien";"avec une partie tournée vers la seine : utilisation-recyclage de son eau, navigation... et les pieds dans l'eau"
"Quel avenir pour les papèteries de la Seine ?";"4. Comment préserver la mémoire dense des papeteries ?";"";;"56fbdced0672f89b510d8920";"45-49 ans";"Plateau Mont-Valérien";"prévoir un espace culturel (avec expos, animations...) dédiée à l'histoire de la ville dans ce haut lieu du passé industriel (et humain) permettrait de le réinscrire dans notre actualité"
"Quel avenir pour les papèteries de la Seine ?";"4. Comment préserver la mémoire dense des papeteries ?";"";;"57d7a445461b3969280cfd37";"30-34 ans";"République";"Aucun soucis pour conserver des anciens bâtiments.Sauf la cheminée. Trop grande.Le ciel, les nuages, un coucher de soleil, il n'y a que ça de vrai. Et en plus ce n'est jamais pareil."
"Quel avenir pour les papèteries de la Seine ?";"4. Comment préserver la mémoire dense des papeteries ?";"";;"56ec41888b36510a51ad4488";;;"Nous venons de mettre à jour<a href=""https://participez.nanterre.fr/sites/default/files/dossierconcertationHD.pdf""> le dossier de concertation</a> : en effet, les <i>magasins de papier</i> ne seront plus conservés. Ce bâtiment se trouve sur l'emprise du futur mail vert vers les bords de Seine, et devra donc être partiellement démoli. Pour le porteur de projet, sa conservation partielle n'est pas compatible avec les enjeux de développement d'activités mutualisables en bordure du site .  "
"Quel avenir pour les papèteries de la Seine ?";"4. Comment préserver la mémoire dense des papeteries ?";"Société d'Histoire de Nanterre";"20";"56ec41888b36510a51ad4488";;;"Pour valoriser la mémoire du site, nous proposons :1. Conserver la cheminée signal fort de l'histoire industrielle et sociale2. Conserver les 2 piliers d'entrée et leur lanterne, réutilisation pour marquer l'entrée du mail ou d'une nouvelle voie3. Pose d'une plaque informative sur chaque bâtiment conservé4.  Donner le nom de ""Papeterie de la Seine au tronçon de la rue de Bezons ou au mail5. Conserver la plaque commémorative des papetiers morts pendant la guerre de 1914-19186. Prévoir un lieu d'exposition de photos sur l'histoire du site7. Sauvegarder le beau saule pleureur situé près de la station de pompage"
